[0, "RT @ACreativeLoser: Are we live @cthagod ? Are we Live? Alright Check it...\n."]
[1377, "@Dory: Zendaya as Bruno Mars.. I was sitting here waiting for Zendaya to pop up bc I really thought that was Bruno mars wow https://t.co�\n."]
[1378, "Adele's tribute to George Michael is beautiful.\n."]
[1379, "#NP Live: Britney Spears - Girl in the Mirror - Now @ https://t.co/qinNCgs5SD #NowPlaying #Music\n."]
[1380, "i love bruno mars\n."]
[1381, "Somewhere far away,\n."]
[1382, "Lady Gaga ahora quiere que la llamen por su nombre real https://t.co/6IwgTYTOUB https://t.co/UPbvmVcgmk\n."]
[1383, "Taylor Swift now the love story set!!\n."]
[1384, "Jaja Ad�le cerr� su cuenta, p�senme el palo que la agarro a putazos. :)\n."]
[1385, "@JungkookBase: popular selena gomez news updates are posting about�jungkook's cover �liajenne https://t.co/H9llYPXg7L\n."]
[1386, "Taylor Swift - Love Story (Live from New York City) https://t.co/p0UozCqAeh v�a @YouTube\n."]
[1387, "Selena Gomez Has Bandaged Wrist &amp; �Risk� Bracelet In Teaser For New �Bad Liar� Song https://t.co/vO2X1Vsedq�� https://t.co/TrfgR3IGBq\n."]
[1388, "Thursday: win tickets to @HamiltonMusical, Lady Gaga, @SouthwestAir and a 2-night stay at @BlackstoneHotel!� https://t.co/4koOySWmKY\n."]
[1389, "This doesn't look good! https://t.co/jI6tbh8p9z\n."]
[1390, "@WeeklyGaga: Nile Rodgers says a new Chic album will be out during the year. And will include collaborations from Lady Gaga, Daft Punk a�\n."]
[1391, "@_Marilen_ We're about to play SEND MY LOVE {TO YOUR NEW LOVER} by @ADELE! Listen &amp; Vote 4 More: https://t.co/8hbjdJ3IFd\n."]
[1392, "I liked a @YouTube video https://t.co/UrFX0lu2Fk Kygo, Selena Gomez - It Ain't Me\n."]
[1393, "@terqnvsty: WHITE GAYS... STOP TELLING MY GOOD SIS TO COLLABORATE WITH LADY GAGA, 5TH HARMONY, TAYLOR SWIFT, DAYA, AND THOSE OTHER WHITE�\n."]
[1394, "@WUTBAdele: Adele coming in with the great advice https://t.co/5CpEeG5GSB\n."]
[1395, "@rachaeljerabek: i love having a dad that is also my best friend bc we just had a hardcore jam session to taylor swift in the car\n."]
[1396, "nem acredito que selena gomez inventou a divulga��o de single!!! vem top 10\n."]
[1397, "Was pretty ironic when The Lazy Song by Bruno Mars sta ed playing in my headphones right when I was doing my swimming sprints #keepgoing\n."]
[1398, "@SadBeautifuITay no s� si canta e top Adele o la de darkness\n."]
[1399, "Bruno Mars 24k Magic is amazinggggggg\n."]
[1400, "#Top TAYLOR SWIFT FEARLESS ENHANCED #CD + FREE SHIPPING https://t.co/PpcjRej1gF #Celebrity #Love https://t.co/nkDJIUrUtw\n."]
[1401, "@selenagomez: Thrilled to share my first American @voguemagazine cover with you! Read the story and see the full spread: https://t.co/Bo�\n."]
[1402, "@BEACH105FM: 5 Things You Need To Know About Taylor Swift's New Boyfriend Joe Alwyn https://t.co/8LIBS6d0yg https://t.co/USlSN6UDBQ\n."]
[1403, "I meant every word!!! Love u T ??\n."]
[1404, "That new bruno mars song is stuck in my head ???????\n."]
[1405, "Taylor Swift Shares Her LOVE For BFF Gigi Hadid https://t.co/OikIIcH8co\n."]
[1406, "@sugakookielove: Bruno Mars - 24k Magic (2016) https://t.co/fCSxxhlnYM\n."]
[1407, "@ScarletBard Is gay Mars does Bruno\n."]
[1408, "@VS_A ist: HOT or NOT? "Selena Gomez"\n."]
[1409, "Free membership still! Powered by Life Philosoph� https://t.co/UfcWQHg79a\n."]
[1410, "Me ha gustado un v�deo de @YouTube (https://t.co/zjz7ic1Smj - Adele - When We Were Young (Lukas) | Finale | The Voice Kids 2016 |\n."]
[1411, "@kissEMOTIONstan: 12. Cruella DeVile - Selena Gomez. Her debut to music and her first music video. Posting this so yall dont say I'm bia�\n."]
[1412, "@kissEMOTIONstan: 48. Magic - Selena Gomez. How old were yall when this came out? https://t.co/egtaLxTbej\n."]
[1413, "@selenasloud: Selena Gomez new era is coming to slay everyone and I'm so ready for it. She's been working so hard. So excited &amp; proud of�\n."]
[1414, "@ikeepcruisin 5 Things To Know About Taylor Swift's New Boyfriend Joe Alwyn https://t.co/bKlp2oXbf4 via @enews\n."]
[1415, "Jeezy - Haha! https://t.co/Xl0pZYrgZn\n."]
[1416, "Taylor Swift Shares Her LOVE For BFF Gigi Hadid https://t.co/aP0szT6UyG\n."]
[1417, "#HipHopEd Bruno Mars did more to teach metaphor and theme than any book, in a recent high school class.\n."]
[1418, ""And you can live through anything if Magic made it�\n."]
[1419, "#BritneySpears Britney Spears Complete Series #4 Trading Card Sticker Set Britney Brands � 2001� https://t.co/XdVhtQ5DuJ\n."]
[1420, "#1252 Same Old Love\n."]
[1421, "@AmazinVoices: Bruno Mars never fails to amaze me https://t.co/Fz9OqChORE\n."]
[1422, "Whole line looking like Bruno Mars ??????????????\n."]
[1423, "@BestMusicMemory: When you smile, the whole world stops and stares for awhile. Because you're amazing just the way you are." -Bruno Mars\n."]
[1424, "I liked a @YouTube video https://t.co/l0lMtkfBnn Mark Ronson - Uptown Funk ft. Bruno Mars\n."]
[1425, "@secretspop: Lady Gaga will not let "Joanne" era/concept go so quickly.\n."]
[1426, "Kanye West Launch New Jewelry Line That�s �Elvis Presley�Inspired� https://t.co/bfuXwpej3S https://t.co/891ACXz7bI\n."]
[1427, "All this Trump news buried the really impo ant story which is: Taylor Swift has a new boyfriend????\n."]
[1428, "the cure is the first lady gaga song i've actually enjoyed in years\n."]
[1429, "@taylorswiftbr: TAYLOR SWIFT PA Y'S FAR FROM OVER! Agora, o v�deo de "Shake It Off" tem mais visualiza��es do que TODA a videografia do�\n."]
[1430, "Where's my stache? Want to get high guy.\n."]
[1431, "@SwiftiesIndia: 2 Years Ago, Today, Taylor Swift and Ed Sheeran celebrated 3 Years of their Friendship with this Video!! ???? https://t.co�\n."]
[1432, "#Yeezy #Fashion: New #Adidas Ultra#Boost Men's Running Shoes Oreo Zebra Yeezy Kanye West S80636� https://t.co/3mL6JX5op4\n."]
[1433, "Thanks to facebook. I know now what Taylor Swift bathroom looks like\n."]
[1434, "#Hot #BritneySpears BRITNEY SPEARS ELVIS VAGAS PEPSI counter stande stand up standup DISPLAY�� https://t.co/xT5zivAK59\n."]
[1435, "@DontBoreUs: Everyone: Taylor Swift has a new boyfriend!!!111!!1!!!oneone!11!!one!\n."]
[1436, "@SimplySFans: Taylor Swift on her friendship with Gigi Hadid in Harper's Bazaar "One of the first people I go to for advice." https://t.�\n."]
[1437, "Liked on YouTube: Selena Gomez - Only You (Lyric Video) https://t.co/dD9FqPasz0 Selena Gomez "Only You" (13 Reasons Why Soundtrack) is ava�\n."]
[1438, "Taylor Swift Shares Her LOVE For BFF Gigi Hadid https://t.co/A30IMf7XHd\n."]
[1439, "Young Britney Spears flashes her butt to paparazzi https://t.co/gblgtFAPjF\n."]
[1440, "britney spears sex tape full video https://t.co/WTWV4up6Td\n."]
[1441, "@selenagomez Oh my god Selena Gomez ur a queen I love u so much!!!!! Thank you for being you ????\n."]
[1442, "Liked on YouTube: Selena Gomez - Kill Em With Kindness (Acoustic/Audio) https://t.co/WZMVhvWdOY Get �Kill Em With� https://t.co/qRZ8hIRy2G\n."]
[1443, "@ShiWantsTheC: Damn, Adele is sooo talented!! https://t.co/572MrdbyhZ\n."]
[1444, "He a�adido un v�deo a una lista de reproducci�n de @YouTube (https://t.co/0gBONrjDbZ - Selena Gomez - Only You (Lyric Video)).\n."]
[1445, "@VS_A ist: What are you most excited for?\n."]
[1446, "I have more twitter followers than taylor swift's boyfriend\n."]
[1447, "@TSwiftCisco: Lorde: new music.\n."]
[1448, "@TheSongMsgs: "I just wanna feel okay again" - Taylor Swift\n."]
[1449, "Lady Gaga Debuted Her New Music Video On Every Billboard In Times Square At Once� https://t.co/mPl05ZTppj https://t.co/j52GEDhpo5\n."]
[1450, "@billboard: Taylor Swift hires an expe  on types of men likely to sexually assault women for upcoming trial https://t.co/9LJZMaHO0T htt�\n."]
[1451, "#Best Taylor Swift 1989 #CD : A Collection of 13. Still Sealed and unplayed. https://t.co/Lkmpm2a0Ym #Beautiful� https://t.co/UwUCCCbQ0r\n."]
[1452, "And I do not ask for much, just to see at once?? https://t.co/kD2NAbH4dU\n."]
[1453, "@PopCrave: Taylor Swift seen in Nashville today for the first time since her 3 months hiatus. https://t.co/ylqQPMOGEg\n."]
[1454, "i love it when my friends send me videos if they hear adele on the radio\n."]
[1455, "@EP_Noticias_: Lady Gaga ahora quiere que la llamen por su nombre real https://t.co/Lzc5sPR7ue https://t.co/UlsCOvpAPG\n."]
[1456, "'Hi love!' says card Taylor Swift sent to college grad.. Related A icles: https://t.co/IbBEoZ1KQC https://t.co/MTE7eCAiv1\n."]
[1457, "kanye west jacket at met ball 2016 is still the most beautiful iconic jacket in the history of ever.\n."]
[1458, "@literaryswift: rare footage of taylor swift with a dog.   for good luck https://t.co/k91nVgzYk1\n."]
[1459, "Everyone: Taylor Swift has a new boyfriend!!!111!!1!!!oneone!11!!one!\n."]
[1460, "Meet Taylor Swift's new beau Joe Alwyn https://t.co/QUKen2ug5D https://t.co/tqhEaBGof7\n."]
[1461, "@hsfloural: otros medios: y taylor swift? Y kendall? Eres gay? Eres hetero?\n."]
[1462, "You won't believe who Taylor Swift's hunky new man is...\n."]
[1463, "@haus_xo: From defining a generation to redefining one's own career. The Lady in the Gaga. https://t.co/gxdFg9U2oq\n."]
[1464, "@_oneokrock_doug: Adele ?Hello? (Cover by Taka from ONE OK ROCK) https://t.co/p8jdXjZw1H\n."]
[1465, "#Ente ainment 5 Things You Need To Know About Taylor Swift's New Boyfriend Joe Alwyn - E! Online: E!� https://t.co/pIy63F0ILk #YasminMitri\n."]
[1466, "@kissEMOTIONstan: 43. One and the same - Demi Lovato &amp; Selena Gomez. I don't know what to say really... https://t.co/I1Unpbzhfe\n."]
[1467, "@WeAreGirICodes: I'm crying omg I love Adele https://t.co/YS9g4kuwFB\n."]
[1468, "@pettyyonceh: kim kardashian and taylor swift went to cou  this sims vidoe is so hilarious???????????? https://t.co/cEJvNduw4v\n."]
[1469, "Taylor Swift has a new man again\n."]
[1470, "I love how they dragged Taylor swift in this song and is still a bop after so many years :') https://t.co/gdKXGDVzOu\n."]
[1471, "Meet Taylor Swift's new beau Joe Alwyn - https://t.co/FsSsIvR3aT #AmericanPeopleOfGermanDescent #AngLee� https://t.co/jHK3fr8vcl\n."]
[1472, "Meet Taylor Swift's new beau Joe Alwyn #taylor #swift #alwyn https://t.co/dV7YwPgOMB https://t.co/CJyDdu8Det\n."]
[1473, "Zayn | Taylor Swift - I Don't Wanna Live Forever (Fifty Shades Darker) (... https://t.co/45NLursZ0q v�a @YouTube\n."]
[1474, "@MileyABDL: This is one of my favorite diaper pics! Taylor Swift is such a cutie\n."]
[1475, "@kissEMOTIONstan: 23. New Classic - Selena Gomez &amp; Drew Seesly. I can't believe drew never became a thing he was so talented. https://t.�\n."]
[1476, "Bruno Mars - 24K Magic https://t.co/Ae0KY1tb42 #NowPlaying #GOT7 #BTS #music @BRUNOMARS\n."]
[1477, "Selena Gomez - Only You (Lyric Video) https://t.co/FU3ahgagrf v�a @YouTube\n."]
[1478, "Taylor Swift Isn't Alone: Selena Gomez, Ed Sheeran and More Stars Who Took a Break From the Spotlight\n."]
[1479, "I love how Lady Gaga invented driving in the Perfect Illusion and John Wayne videos. Queen of driving ?? #Joanne https://t.co/F9L5SMYHof\n."]
[1480, "@kilIacou : Conspiracy theory: britney spears died in the early 200's &amp; was replaced by a look-alike. https://t.co/hPiQeDOeF5\n."]
[1481, "omg in love with u @Adele https://t.co/5WbBuynJTK\n."]
[1482, "This doesn't look good! https://t.co/tD2OpkO7WR\n."]
[1483, "Taylor Swift is repo edly dating a super cute Brit! https://t.co/C0tmyu6a1q\n."]
[1484, "Miley: new music.\n."]
[1485, "Taylor Swift: 'Gigi Hadid is my own personal agony aunt'\n."]
[1486, "Harry: new music.\n."]
[1487, "@Bubu_Mazibuko: Lmao ashiya iSinkwa sifana nezingubo za Kanye West ???????????? https://t.co/FsoPjJlz6d\n."]
[1488, "@people: A New Love Story? Four Things to Know About Taylor Swift�s New Flame Joe Alwyn https://t.co/Zjw4biQ7K0\n."]
[1489, "- WWWY high note\n."]
[1490, "@ClevelandGod: Greatest wizards of all time\n."]
[1491, "2Pac - Toss It Up [High Quality] antes de que Bruno mars nos vendiera el funk penca que hace estaba PAC!  https://t.co/cUskUFx0AH\n."]
[1492, "does bruno mars is gay??? � who can say, if bruno mars does is gay https://t.co/b7uR7P2eAu\n."]
[1493, "@TheShadyFacts: 17 Years ago today Britney Spears released 'oops i did i again' it went number one and had the highest first week sales�\n."]
[1494, "#NowPlaying @Tunein Mary J. Blige - Love Yourself (feat. Kanye West) #TheGodzillaStation #WPIR 98.4Fm #Trending\n."]
[1495, "@justjaredjr: Taylor Swift is repo edly dating a super cute Brit! https://t.co/C0tmyu6a1q\n."]
[1496, "selena gomez anal #beautiful a  nudes https://t.co/R9iZAdt430\n."]
[1497, "ok Set Fire to the Rain by Adele is a banger\n."]
[1498, "@worldbtsbr: Lady Gaga � super kapopeira gente, uma girl band de Kpop que abre os shows dela, n�o me recordo o nome. #BTSBBMAs\n."]
[1499, "??NEW YORK:   for Lady Gaga's  hotel??\n."]
[1500, "beyonce e lady gaga did it better https://t.co/YIx5vfQ9t7\n."]
[1501, "2nd Sydney Ed Sheeran show the day before I see Bruno mars!! If I get ed tickets best weekend ever\n."]
[1502, "-Must be free and able to go\n."]
[1503, "I liked a @YouTube video https://t.co/8tGi4IAK4R Taylor Swift - 22 (Speed Up) (No Chipmunk Voice)\n."]
[1504, "This Is Taylor Swift�s New Boyfriend� https://t.co/RYXilHc1o8\n."]
[1505, "Star:Calvin Harris &gt; Taylor Swift Repo edly Has a New Brit =&gt; https://t.co/jacvHR3FTZ #celebrities https://t.co/cMrErL7tWp\n."]
[1506, "@troylorswift13: Taylor Swift's rare songs that aren't about breakup. For the people who said that all of her songs are about breakup. (�\n."]
[1507, "Meet Taylor Swift's new beau Joe Alwyn #taylor #swift #alwyn https://t.co/tW1ABOxFkm https://t.co/vj8Wq1MKUY\n."]
[1508, "Taylor Swift Shares Her LOVE For BFF Gigi Hadid https://t.co/BRdOQwhp3O\n."]
[1509, "#TaylorSwift #Music TAYLOR SWIFT FEARLESS ENHANCED #CD + FREE SHIPPING https://t.co/FeCHYqs0tK #onsale https://t.co/W2tXr0EPSM\n."]
[1510, "This is just a RUMOR, but many reliable news sources have shared that Taylor and British actor Joe Alwyn are... https://t.co/e9gl4XGcwX\n."]
[1511, "@zesty_TSwift: Even While on a Hiatus, Taylor Swift Remains Loyal to Her Fans https://t.co/ZFlCVTZ9KK https://t.co/bwQCWmvJaX\n."]
[1512, "@FlyyestBunnies: 15 Photos Of The Real Mexican Selena Gomez. She's Even Better Than The Real Thing...\n."]
[1513, "I am voting for Selena Gomez for TOP SOCIAL A IST at the #BBMAs.   to vote! #SelenaBBMAs\n."]
[1514, "@TSNewsPA: Swifties, comment your favorite song from Taylor Swift's 'Speak Now' album!   AND LIKE so more people can see! ???? https://t.�\n."]
[1515, ".@KanyeWest has a funny bone https://t.co/CmHd7mVG9L\n."]
[1516, "Trying to stay relevant by making an a icle about Taylor Swift ?? https://t.co/I6HyKUCmgC\n."]
[1517, "Who did this to taylor swift's bf's Wikipedia page lmao https://t.co/MVok4HEttL\n."]
[1518, "Any kaki who love the song Only You by Selena Gomez? ????\n."]
[1519, "Taylor Swift has a new boyfriend! Joe Alwyn! https://t.co/OA9tt0DlBJ https://t.co/k2JHgtZi2m\n."]
[1520, "@kissEMOTIONstan: 94. Be good to me - Ashley Tisdale. Britney Spears's prodigy! https://t.co/N mzCwmMC\n."]
[1521, "@TheShadyFacts: Lady Gaga has received 6 Grammys before the age of 30. When Madonna was 30 she had 3... nominations. (0 wins) https://t.�\n."]
[1522, "@souljaian: Tell That Young Jeezy For His Incredible Work On "Can't Tell Me Nothing" By Kanye West. https://t.co/zaWpGnhWwU\n."]
[1523, "94. *takes a deep breath* I actually don't hate Taylor Swift like everyone else does? *runs away*\n."]
[1524, "Derrick Wright Drummer for @Adele talks about his #64Audio A12 In Ears on tour in New Zeland https://t.co/QbwnwPo V\n."]
[1525, "@FOTPLadyGaga: #TheCure went up 6 spots on this week's Hot 100 to #49 thanks to Lady Gaga's new found streaming power\n."]
[1526, "@onemusicfest I know last year will be hard to top, but bring Bruno Mars &amp; my Boo @Wale and you guys can really make some magic happen\n."]
[1527, "@TMZ: Selena Gomez Teases A New Song &amp; Makes Us Believe It�s ALL About Justin Bieber! (via @ LaineyGossip) https://t.co/6gThyMaoo4\n."]
[1528, "@TheShadyFacts: According to Metacritic, Taylor Swift's worst reviewed album is 12 points better than Katy Perry's best reviewed album.�\n."]
[1529, "Lady Gaga ahora quiere que la llamen por su nombre real https://t.co/GjVUOyR3uR https://t.co/Nj4uW0mgrm\n."]
[1530, "Right now\n."]
[1531, "@RachHill_: Fearless is Taylor Swift's best album and I will dispute this with ANYONE\n."]
[1532, "@MuuMuse: ?? �Criminal� is currently Top 20 on Hungarian iTunes for no apparent reason. ?? Britney Spears is TOO relevant. ?? https://t.co/�\n."]
[1533, "@WUTBAdele: Adele talking about her dance for the Send My Love  music video https://t.co/UCXU4ECA5A\n."]
[1534, "@brunoarchives: May 13, 2010 - B.o.B. and�Bruno Mars�perform as pa  of Wild 94.9's Wild Jam 2010 in San Jose, California. https://t.co/�\n."]
[1535, "@1DInfoForFans: Niall liked Selena Gomez's IG post. https://t.co/kGELJ578VM\n."]
[1536, "@LifeWithSelG: Are you ready for the next era in Selena Gomez�s career? #SGBadLiar #BadLiar #SG2. https://t.co/eMIwMHl1BU\n."]
[1537, "@LMsInformacoes: "Today's Top Hits" playlist\n."]
[1538, "I liked a @YouTube video https://t.co/65T4wGZgh3 Selena Gomez - Come And Get It NightCore HD\n."]
[1539, "@tunjiige: Travis McCoy put on Tyga, Bruno Mars and Katy perry very nonchalantly\n."]
[1540, "@cadeoxuxu: beyonce e lady gaga did it better https://t.co/YIx5vfQ9t7\n."]
[1541, "? Kanye West Famous https://t.co/hjCWHYHcDk\n."]
[1542, "Selena Gomez really owes Julia Michaels a lot since she practically made her a successful a ist\n."]
[1543, ""A New Love Story? Four Things to Know About Taylor Swift�s New Flame Joe Alwyn https://t.co/pK4Sf0GmPd"\n."]
[1544, "@ikonicuniverse: CLC singing treasure by Bruno Mars y'all listen to that harmonization their talent is SO real https://t.co/epQ1BlftBY\n."]
[1545, "Can someone please get that gorgeous Great Dane away from taylor swift\n."]
[1546, "@billboard: Harry Styles on whether "Two Ghosts" is about Taylor Swift: "It's pretty self-explanatory" https://t.co/qaAfpsVd4X https://t�\n."]
[1547, "- Adele is happy\n."]
[1548, "#829 Same Old Love\n."]
[1549, "5 Things You Need To Know About Taylor Swift's New Boyfriend Joe Alwyn - E! Online https://t.co/EzNDSTTkBs #TopStories\n."]
[1550, "Meet Taylor Swift's new beau Joe Alwyn https://t.co/I6qjXa6gev https://t.co/HXP1hRcGzv\n."]
[1551, "See What Lady Gaga Was Spotted In: Oh well she is gaga� More below� https://t.co/Bw5fV6zX7q #News #Media #Street\n."]
[1552, "@LILBTHEBASEDGOD: Jacking off to lady gaga perform live...... Cool - Lil B\n."]
[1553, "@TheSongMsgs: "Look at you, worrying so much about things you can't change." - Taylor Swift\n."]
[1554, "Yes this is the video I was looking for. "Brave New Girl" by Britney Spears - Tokyo Mew Mew https://t.co/lHDaNs5U21\n."]
[1555, "people "A New Love Story? Four Things to Know About Taylor Swift�s New Flame Joe Alwyn https://t.co/F9LcLsYnr8"\n."]
[1556, "@drunkziamzquad Stop what you're doing and listen to Mix 103.7 FM! I DON'T WANNA LIVE FOREVER by ZAYN / TAYLOR SWIFT is about to play!\n."]
[1557, "Sober by Selena Gomez will forever be one of my fav songs\n."]
[1558, "@kissEMOTIONstan: 8. Follow me (zoey 101 theme song) - Jamie lynn Spears &amp; Britney Spears. As soon as i heard "Are you ready" i dropped�\n."]
[1559, "@Afrominx94: I'll never get over the 'Taylor Swift? Great gowns, beautiful gowns' comment???? https://t.co/d12bYhX0MH\n."]
[1560, "I added a video to a @YouTube playlist https://t.co/3YvbdkyHys 24K Magic - Bruno Mars / Junsun Yoo Choreography\n."]
[1561, "Britney Spears - Glory - Deluxe Version por R$ 9,90 https://t.co/Dr1osbn1GE\n."]
[1562, "@enews: Getting to know Taylor Swift's rumored new boyfriend: For sta ers, Joe Alwyn lives with his parents. https://t.co/ypFCsDObTi ht�\n."]
[1563, "My ultimate goal is to end up being happy. Most of the time.- Taylor Swift\n."]
[1564, "ZAYN, Taylor Swift - I Don�t Wanna Live Forever (Fifty Shades Darker) https://t.co/Kql7upSQSo\n."]
[1565, "LADY GAGA's NEW SONG IS GREAT BYE\n."]
[1566, "I liked a @YouTube video https://t.co/jWqMbSXvJG Adele - Send My Love (To Your New Lover)\n."]
[1567, "Haim: new music.\n."]
[1568, "@PerezHilton: So excited for @taylorswift13 ! Get all the deets on her new man HERE! https://t.co/vj4R2V7Y0c\n."]
[1569, "Taylor Swift Shares Her LOVE For BFF Gigi Hadid https://t.co/GZOuy0U4GF\n."]
[1570, "Reproduciendo: Zayn Malik &amp; Taylor Swift - I Don't Wanna Live Forever Lyrics (Fifty Shades Darker)\n."]
[1571, "Getting to know Taylor Swift's rumored new boyfriend: For sta ers, Joe Alwyn lives with his parents.� https://t.co/AUR6Unqbar\n."]
[1572, "@selenagomez I love you so much please follow me Selena Gomez\n."]
[1573, "@kimtopher22: When you were young, Adele? You're 28.\n."]
[1574, "Getting to know Taylor Swift's rumored new boyfriend: For sta ers, Joe Alwyn lives with his parents.� https://t.co/L17a2AHQlG\n."]
[1575, "@SelGomezNewsCOM: Backstage Magic with Selena Gomez!!! https://t.co/D6sph8niU7\n."]
[1576, "5 Things You Need To Know About Taylor Swift's New Boyfriend Joe Alwyn - E! Online https://t.co/tqdrqP8wpD https://t.co/qLE7tZeBOs\n."]
[1577, "#NowPlaying 24k Magic - Bruno Mars\n."]
[1578, "@justjaredjr: Get all the details on Taylor Swift's new man! https://t.co/5ot9rESUNc\n."]
[1579, "@PerezHilton: .@taylorswift13 has a new man! https://t.co/oYpCBxXvxT https://t.co/gnmZPAnbrE\n."]
[1580, "Katy: new music.\n."]
[1581, "I liked a @YouTube video https://t.co/W0lc8H0oVJ Nightcore Come and Get It (Selena Gomez)\n."]
[1582, "This Is Taylor Swift�s New Boyfriend� https://t.co/9wDCv7hFzh\n."]
[1583, ""I love this, is this Adele?"\n."]
[1584, "@i_know_we_know: Get ready for Nile Rodgers new album release! When you hear the song he did with lady gaga your gonna flip!!\n."]
[1585, "BET Chris Rock's Choice for the 'Best Album in the History of Hip-Hop' Might Surprise You� https://t.co/rnVgtFj4ZL\n."]
[1586, "The week's most popular songs across all genres- 5.Someone Like You\n."]
[1587, "@adelesoup: Reasons to be happy:\n."]
[1588, "Y'all is there a way I can block selena gomez songs from popping up on my spotify I deserve better\n."]
[1589, "Lady Gaga will not let "Joanne" era/concept go so quickly.\n."]
[1590, "@AdeleDailyInfo: Adele singing 'Take It All' live. Sounds amazing ?? https://t.co/35aK8yZgGS\n."]
[1591, "I love Selena Gomez ok?\n."]
[1592, "@beautifulcelebz: How many  s for Selena Gomez + Taylor Swift? ?? https://t.co/vmfdeWDsZN\n."]
[1593, "#Fashion #LadyGaga Cheek to Cheek, Lady Gaga, Tony Bennett, Good https://t.co/UJgtUrOs98 #Deal #Bargain\n."]
[1594, "@mbdando Bruno Mars did more to teach metaphor and theme than any book, in a recent high school class.\n."]
[1595, "Para los que de verdad aman a Britney Spears y piensan que es la Verdadera Reina? https://t.co/Ga9yWpjGwU  ((??�**))?\n."]
[1596, "taylor swift needs to educate her fans lol https://t.co/Wwudy7HgJ2\n."]
[1597, "A New Love Story? Four Things to Know About Taylor Swift�s New Flame Joe Alwyn https://t.co/EMYdimqpLH\n."]
[1598, "me every time i am reminded that turning tables is a real song made by the actual adele https://t.co/x6Kf81hKIC\n."]
[1599, "@MarajLegend: No other pop song will ever have better production than Britney Spears had with "Gimme More" . EVER!  https://t.co/u0SSLu3�\n."]
[1600, "@anika6878: @Adele - When We Were Young ??????\n."]
[1601, "I liked a @YouTube video https://t.co/UvMFAQFjlF That's What I Like - Bruno Mars (Next Town Down #UCANTSINGTHAT Fridays)\n."]
[1602, "I liked a @YouTube video https://t.co/3vx3DT1P5Z Adele - Hello (Cover by Taka from ONE OK ROCK)\n."]
[1603, "I liked a @YouTube video https://t.co/dZQuyzoy0m Taylor Swift - "Shake It Off" PARODY\n."]
[1604, "This doesn't look good! https://t.co/9B0TWaNPJK\n."]
[1605, "people: A New Love Story? Four Things to Know About Taylor Swift�s New Flame Joe Alwyn https://t.co/NT6DEPxPmV\n."]
[1606, "I vote @BTS_twt for Top Social A ist Award #BTSBBMAs\n."]
[1607, "I liked a @YouTube video https://t.co/cUctFOaCGi Selena Gomez - Only You (Audio)\n."]
[1608, "@a drianalima: Adele. Ten time Grammy winner for her legendarily powerful and stunning voice. https://t.co/4u0yuQS82g\n."]
[1609, "@MileyArmy @MileyCyrus Something that Selena Gomez could never do! Miley has REAL talent!\n."]
[1610, "Now playing: 'Make You Feel My Love' by 'Adele'\n."]
[1611, "for HOT\n."]
[1612, "I added a video to a @YouTube playlist https://t.co/SmPpFssvDR Adele - Send My Love (To Your New Lover)\n."]
[1613, "@HelpCelebInfo: ??NEW YORK:   for Lady Gaga's  hotel??\n."]
[1614, "@KevinHuezo: @britneyspears Me: I like to fly\n."]
[1615, "@rachelxlily: @danwootton Taylor Swift's relationships are nothing to do with anyone. She's 27 and can do what she wants. Most people go�\n."]
[1616, "Selena Gomez NOT Trying To Trap The Weeknd By Getting Pregnant With His .. Related A icles: https://t.co/3pl2M3F9KG\n."]
[1617, "@street_styIes: No style rules for gorgeous Taylor Swift ?? https://t.co/rVZUjDTMQY\n."]
[1618, "5 Things You Need To Know About Taylor Swift's New Boyfriend Joe Alwyn - E! Online: E� https://t.co/S0CoCtlTbg\n."]
[1619, "Meet Taylor Swift's new beau Joe Alwyn #taylor #swift #alwyn https://t.co/awGbAvH2ky https://t.co/AqYz995qjX\n."]
[1620, "Chance The Rapper talks about what its like to work with Kanye West and a little more.\n."]
[1621, "BREAKING NEWS! Taylor Swift is collaborating with Buzz Aldrin to perform everyone's favorite, "Gucci Flip Flops"\n."]
[1622, "@timelessbae: Lady Gaga getting ready for her second Coachella Show (April 2017) https://t.co/ycQI1byGYv\n."]
[1623, "@regionaIfools: i love being mutuals with THE adele https://t.co/BwlstNVOX0\n."]
[1624, "Hungary iTunes Top Songs:\n."]
[1625, "Taylor Swift Shares Her LOVE For BFF Gigi Hadid https://t.co/d1FVFwoYBx\n."]
[1626, "I feel like staying up and listing to Taylor Swift the whole night\n."]
[1627, "Great to see Taylor Swift represented, but I would LOVE if you could vote the @RNLI as Digital Charity of the Year https://t.co/F4VZUwwF30\n."]
[1628, "Meet Taylor Swift's new beau Joe Alwyn https://t.co/f66mnzJJ3V https://t.co/ FifwBQar\n."]
[1629, "#Fashion #Shoes: New Adidas UltraBoost Men's Running Shoes Oreo Zebra Yeezy Kanye West S80636� https://t.co/7AcVjRq6AI\n."]
[1630, "Kpop a ists are more talented but facts are still� https://t.co/Wn97WiPrnh\n."]
[1631, "MakeAVoice Radio: Now playing "Taylor Swift - Love Story  (International Radio Edit)"\n."]
[1632, "Getting to know Taylor Swift's rumored new boyfriend: For sta ers, Joe Alwyn lives with his parents.� https://t.co/0wux5U4E9c\n."]
[1633, "@Adelefaans: "DayDreamer" at Radio city music hall! Adele playing the guitar is the best  https://t.co/cqtEp5H23g\n."]
